,Address,Latitude,Longitude,X,Y,Distance from center
0,"Russia, Moscow, Luzhniki",55.711374644865685,37.56600521275826,1903655.3526300967,6407263.736444508,5992.495306631506
1,"Russia, Moscow, Vorobyovy Gory Nature Reserve",55.70966493615612,37.57482246498503,1904255.3526300967,6407263.736444508,5840.3767001795895
2,"Russia, Moscow, Leninsky Avenue, 39с1",55.707954628747956,37.58363876764865,1904855.3526300967,6407263.736444508,5747.173218200459
3,"Russia, Moscow, Vavilova Street, 3",55.70624372278864,37.59245412055702,1905455.3526300967,6407263.736444508,5715.767664977349
4,"Russia, Moscow, Muslim Cemetery",55.70453221842577,37.601268523518314,1906055.3526300967,6407263.736444508,5747.173218200459
5,"Russia, Moscow, Danilovskoye Cemetery",55.70282011580685,37.61008197634083,1906655.3526300967,6407263.736444508,5840.3767001795895
6,"Russia, Moscow, Yuzhniy Administrative Okrug, Donskoy District",55.701107415079505,37.61889447883311,1907255.3526300967,6407263.736444508,5992.495306631506
7,"Russia, Moscow, Luzhniki",55.718249700580444,37.55539887688285,1902755.3526300967,6407783.3516867785,5855.7663887829085
8,"Russia, Moscow, Tsentralniy Administrative Okrug, Khamovniki District",55.71654061550796,37.56421835688663,1903355.3526300967,6407783.3516867785,5604.462507680789
9,"Russia, Moscow, Luzhnetskaya Embankment, 2/4с32",55.714830931443366,37.57303688728075,1903955.3526300967,6407783.3516867785,5408.32691319595
10,"Russia, Moscow, Neskuchny Garden",55.71312064853417,37.58185446787281,1904555.3526300967,6407783.3516867785,5273.518749374049
11,"Russia, Moscow, Leninsky Avenue, 33с24",55.71140976692794,37.59067109847064,1905155.3526300967,6407783.3516867785,5204.8054718692065
12,"Russia, Moscow, Ordzhonikidze Street, 7с2",55.709698286772245,37.59948677888225,1905755.3526300967,6407783.3516867785,5204.8054718692065
13,"Russia, Moscow, Novaya Zarya Street, 3",55.70798620821466,37.60830150891587,1906355.3526300967,6407783.3516867785,5273.518749374049
14,"Russia, Moscow, Malaya Tulskaya Street, 24",55.70627353140282,37.61711528837991,1906955.3526300967,6407783.3516867785,5408.32691319595
15,"Russia, Moscow, Varshavskoye Highway, 1с2",55.704560256484356,37.62592811708299,1907555.3526300967,6407783.3516867785,5604.462507680789
16,"Russia, Moscow, Avtozavodskaya Street, 23с85",55.702846383606925,37.63473999483396,1908155.3526300967,6407783.3516867785,5855.7663887829085
17,"Russia, Moscow, Luzhnetskaya Embankment",55.72512414732954,37.54478870478396,1901855.3526300967,6408302.966929049,5901.694671871702
18,"Russia, Moscow, Khamovnichesky Val Street",55.72341568638769,37.553610413281035,1902455.3526300967,6408302.966929049,5556.077753235535
19,"Russia, Moscow, Projected Drive 2309",55.721706626160156,37.562431172122295,1903055.3526300967,6408302.966929049,5256.424640380458
20,"Russia, Moscow, Komsomolsky Avenue, 48/22",55.71999696679446,37.571250981115014,1903655.3526300967,6408302.966929049,5010.987926546903
21,"Russia, Moscow, Tsentralniy Administrative Okrug, Khamovniki District, 470-y kvartal",55.718286708438185,37.58006984006671,1904255.3526300967,6408302.966929049,4828.043081829203
22,"Russia, Moscow, Krymsky Val Street, 9с46",55.716575851238886,37.588887748785076,1904855.3526300967,6408302.966929049,4714.870093650389
23,"Russia, Moscow, Malaya Kaluzhskaya Street, 15с28",55.7148643953442,37.59770470707802,1905455.3526300967,6408302.966929049,4676.537180435844
24,"Russia, Moscow, Shabolovka Street, 52",55.713152340901715,37.60652071475364,1906055.3526300967,6408302.966929049,4714.870093650389
25,"Russia, Moscow, Serpukhovsky Val Street",55.711439688059116,37.615335771620266,1906655.3526300967,6408302.966929049,4828.043081829203
26,"Russia, Moscow, Kholodilny Lane, 2/6",55.709726436964054,37.62414987748638,1907255.3526300967,6408302.966929049,5010.987926546903
27,"Russia, Moscow, Yuzhniy Administrative Okrug, Danilovskiy District",55.70801258776424,37.6329630321607,1907855.3526300967,6408302.966929049,5256.424640380458
28,"Russia, Moscow, Yuzhniy Administrative Okrug, Danilovskiy District",55.70629814060739,37.64177523545216,1908455.3526300967,6408302.966929049,5556.077753235535
29,"Russia, Moscow, Avtozavodskaya Street, 12к1с1",55.70458309564122,37.65058648716984,1909055.3526300967,6408302.966929049,5901.694671871702
30,"Russia, Moscow, Vorobyovskoye Highway, 2с44",55.73029014802681,37.542998632157506,1901555.3526300967,6408822.58217132,5699.999999999844
31,"Russia, Moscow, Tsentralniy Administrative Okrug, Khamovniki District",55.72858171213002,37.55182162016245,1902155.3526300967,6408822.58217132,5307.541803886072
32,"Russia, Moscow, 10-letiya Oktyabrya Street",55.72687267680143,37.560643658272724,1902755.3526300967,6408822.58217132,4956.813492557312
33,"Russia, Moscow, Kooperativnaya Street, 3к6",55.72516304218861,37.56946474629551,1903355.3526300967,6408822.58217132,4657.2524088778155
34,"Russia, Moscow, Komsomolsky Avenue, 35",55.72345280843915,37.57828488403821,1903955.3526300967,6408822.58217132,4419.275958796668
35,"Russia, Moscow, Tsentralniy Administrative Okrug, Khamovniki District",55.72174197570067,37.587104071308396,1904555.3526300967,6408822.58217132,4253.234063627137
36,"Russia, Moscow, Neskuchny Garden",55.72003054412082,37.59592230791388,1905155.3526300967,6408822.58217132,4167.733196834727
37,"Russia, Moscow, Donskaya Street, 39",55.71831851384725,37.60473959366263,1905755.3526300967,6408822.58217132,4167.733196834727
38,"Russia, Moscow, Khavskaya Street",55.71660588502763,37.61355592836284,1906355.3526300967,6408822.58217132,4253.234063627137
39,"Russia, Moscow, Lyusinovskaya Street",55.7148926578097,37.62237131182294,1906955.3526300967,6408822.58217132,4419.275958796668
40,"Russia, Moscow, Dubininskaya Street, 98с2",55.713178832341164,37.63118574385148,1907555.3526300967,6408822.58217132,4657.2524088778155
41,"Russia, Moscow, 3rd Paveletsky Drive, 6кА",55.711464408769785,37.639999224257295,1908155.3526300967,6408822.58217132,4956.813492557312
42,"Russia, Moscow, Yuzhniy Administrative Okrug, Danilovskiy District",55.709749387243335,37.64881175284936,1908755.3526300967,6408822.58217132,5307.541803886072
43,"Russia, Moscow, Masterkova Street",55.708033767909605,37.65762332943687,1909355.3526300967,6408822.58217132,5699.999999999844
44,"Russia, Moscow, Kiyevsky Overpass",55.73545618858424,37.54120822938957,1901255.3526300967,6409342.197413591,5556.077753235441
45,"Russia, Moscow, Berezhkovskaya Embankment, 20с52",55.73374777778657,37.55003249733422,1901855.3526300967,6409342.197413591,5117.616632769378
46,"Russia, Moscow, Tsentralniy Administrative Okrug, Khamovniki District",55.73203876741094,37.55885581514526,1902455.3526300967,6409342.197413591,4714.870093650278
47,"Russia, Moscow, Bolshaya Pirogovskaya Street",55.73032915760498,37.567678182629784,1903055.3526300967,6409342.197413591,4357.751713899931
48,"Russia, Moscow, Trubetskoys' Estate in Khamovniki Children Park",55.72861894851629,37.57649959959507,1903655.3526300967,6409342.197413591,4058.3247775403324
49,"Russia, Moscow, Tsentralniy Administrative Okrug, Khamovniki District, 465-y kvartal",55.72690814029254,37.58532006584857,1904255.3526300967,6409342.197413591,3830.1436004408224
50,"Russia, Moscow, Pushkinskaya Embankment",55.725196733081376,37.59413958119797,1904855.3526300967,6409342.197413591,3686.461718233052
51,"Russia, Moscow, Leninsky Avenue",55.72348472703051,37.60295814545116,1905455.3526300967,6409342.197413591,3637.306695894338
52,"Russia, Moscow, Konny Lane, 12",55.72177212228766,37.611775758416215,1906055.3526300967,6409342.197413591,3686.461718233052
53,"Russia, Moscow, Pavla Andreyeva Street, 23с2",55.72005891900058,37.620592419901406,1906655.3526300967,6409342.197413591,3830.1436004408224
54,"Russia, Moscow, 3rd Pavlovsky Lane, 14",55.718345117317014,37.62940812971523,1907255.3526300967,6409342.197413591,4058.3247775403324
55,"Russia, Moscow, Dubininskaya Street, 63с16",55.71663071738475,37.63822288766635,1907855.3526300967,6409342.197413591,4357.751713899931
56,"Russia, Moscow, Paveletskaya Embankment",55.71491571935161,37.647036693563685,1908455.3526300967,6409342.197413591,4714.870093650278
57,"Russia, Moscow, Lipki Children's Park",55.713200123365404,37.655849547216285,1909055.3526300967,6409342.197413591,5117.616632769378
58,"Russia, Moscow, Velozavodskaya Street, 6А",55.711483929573994,37.664661448433456,1909655.3526300967,6409342.197413591,5556.077753235441
59,"Russia, Moscow, Kutuzovsky Avenue, 32к2",55.74233005475361,37.53059099779123,1900355.3526300967,6409861.812655861,5977.457653551663
60,"Russia, Moscow, Kutuzovsky Avenue, 35",55.740622268980914,37.53941749628697,1900955.3526300967,6409861.812655861,5474.486277268704
61,"Russia, Moscow, Kiyevskaya Street",55.73891388333646,37.54824304460335,1901555.3526300967,6409861.812655861,4992.995093128307
62,"Russia, Moscow, Berezhkovskaya Embankment, 16с20",55.73720489796784,37.557067642547125,1902155.3526300967,6409861.812655861,4539.823785126836
63,"Russia, Moscow, Savvinskaya Embankment",55.73549531302274,37.565891289925254,1902755.3526300967,6409861.812655861,4124.3181254606625
64,"Russia, Moscow, Devichye Pole Public Garden",55.733785128648776,37.574713986544886,1903355.3526300967,6409861.812655861,3758.9892258429463
65,"Russia, Moscow, Yazykovsky Lane, 7",55.73207434499364,37.5835357322134,1903955.3526300967,6409861.812655861,3459.7687784017235
66,"Russia, Moscow, Frunzenskaya Embankment, 16к1",55.73036296220505,37.592356526738335,1904555.3526300967,6409861.812655861,3244.996147918107
67,"Russia, Moscow, Gorky Central Park of Culture and Leisure",55.728650980430736,37.60117636992748,1905155.3526300967,6409861.812655861,3132.0919526737002
68,"Russia, Moscow, Leninsky Avenue, 1/2к1",55.72693839981845,37.609995261588786,1905755.3526300967,6409861.812655861,3132.0919526737002
69,"Russia, Moscow, 4th Dobryninsky Lane, 1/9с22А",55.72522522051595,37.61881320153043,1906355.3526300967,6409861.812655861,3244.996147918107
70,"Russia, Moscow, Bolshaya Serpukhovskaya Street, 31к9",55.72351144267106,37.62763018956077,1906955.3526300967,6409861.812655861,3459.7687784017235
71,"Russia, Moscow, Dubininskaya Street, 55к1с2",55.72179706643158,37.63644622548838,1907555.3526300967,6409861.812655861,3758.9892258429463
72,"Russia, Moscow, Derbenevskaya Street, 20с48",55.72008209194536,37.645261309122056,1908155.3526300967,6409861.812655861,4124.3181254606625
73,"Russia, Moscow, Simonovskaya Embankment",55.718366519360266,37.65407544027073,1908755.3526300967,6409861.812655861,4539.823785126836
74,"Russia, Moscow, Yuzhniy Administrative Okrug, Danilovskiy District",55.71665034882417,37.6628886187436,1909355.3526300967,6409861.812655861,4992.995093128307
75,"Russia, Moscow, Yugo-Vostochniy Administrative Okrug, Yuzhnoportoviy District",55.71493358048502,37.671700844350056,1909955.3526300967,6409861.812655861,5474.486277268704
76,"Russia, Moscow, Sharikopodshipnikovsky Overpass",55.7132162144907,37.680512116899635,1910555.3526300967,6409861.812655861,5977.457653551663
77,"Russia, Moscow, Tsentralniy Administrative Okrug, Presnenskiy District",55.7474961496151,37.52879865311774,1900055.3526300967,6410381.427898131,5992.4953066316475
78,"Russia, Moscow, Testovskaya Street",55.745788389195994,37.53762643265643,1900655.3526300967,6410381.427898131,5458.021619598288
79,"Russia, Moscow, Kutuzovsky Avenue",55.74408002875886,37.5464532617768,1901255.3526300967,6410381.427898131,4938.623289946534
80,"Russia, Moscow, Mozhaysky Val Street, 10",55.74237106845133,37.55527914028545,1901855.3526300967,6410381.427898131,4439.5945760848845
81,"Russia, Moscow, Zapadniy Administrative Okrug, Dorogomilovo District",55.74066150842107,37.56410406798925,1902455.3526300967,6410381.427898131,3968.626966597179
82,"Russia, Moscow, 2nd Vrazhsky Lane, 3с2",55.73895134881582,37.57292804469522,1903055.3526300967,6410381.427898131,3536.947836765808
83,"Russia, Moscow, Devichyego Polya Drive",55.73724058978326,37.581751070210636,1903655.3526300967,6410381.427898131,3160.69612585619
84,"Russia, Moscow, Zubovsky Boulevard, 17с3",55.73552923147113,37.59057314434291,1904255.3526300967,6410381.427898131,2861.8176042512437
85,"Russia, Moscow, Krymsky Bridge",55.7338172740272,37.59939426689973,1904855.3526300967,6410381.427898131,2666.458325195113
86,"Russia, Moscow, Krymsky Val Street, 8к2",55.73210471759927,37.60821443768892,1905455.3526300967,6410381.427898131,2598.076211353764
87,"Russia, Moscow, Zhitnaya Street, 12",55.73039156233515,37.61703365651856,1906055.3526300967,6410381.427898131,2666.458325195113
88,"Russia, Moscow, Bolshaya Serpukhovskaya Street, 5",55.72867780838263,37.62585192319687,1906655.3526300967,6410381.427898131,2861.8176042512437
89,"Russia, Moscow, Bolshaya Pionerskaya Street, 27-29с1",55.7269634558896,37.634669237532336,1907255.3526300967,6410381.427898131,3160.69612585619
90,"Russia, Moscow, Letnikovskaya Street, 8с1",55.72524850500396,37.643485599333616,1907855.3526300967,6410381.427898131,3536.947836765808
91,"Russia, Moscow, Derbenevskaya Embankment, 7с13",55.723532955873544,37.65230100840955,1908455.3526300967,6410381.427898131,3968.626966597179
92,"Russia, Moscow, Simonovsky Val Street, 16к2",55.72181680864634,37.66111546456923,1909055.3526300967,6410381.427898131,4439.5945760848845
93,"Russia, Moscow, Sharikopodshipnikovskaya Street, 4к20",55.72010006347024,37.66992896762189,1909655.3526300967,6410381.427898131,4938.623289946534
94,"Russia, Moscow, Sharikopodshipnikovskaya Street, 11с1",55.71838272049323,37.678741517377006,1910255.3526300967,6410381.427898131,5458.021619598288
95,"Russia, Moscow, Third Ring Road",55.71666477986332,37.68755311364425,1910855.3526300967,6410381.427898131,5992.4953066316475
96,"Russia, Moscow, 1st Krasnogvardeysky Drive",55.75095454920855,37.53583503830456,1900355.3526300967,6410901.043140402,5507.2679252058815
97,"Russia, Moscow, Krasnopresnenskaya Embankment, 14с18",55.74924621403285,37.544663148661336,1900955.3526300967,6410901.043140402,4956.813492557642
98,"Russia, Moscow, Kutuzovsky Avenue, 16",55.747537278840475,37.553490308167234,1901555.3526300967,6410901.043140402,4419.2759587970395
99,"Russia, Moscow, Bolshaya Dorogomilovskaya Street",55.74582774377914,37.56231651662896,1902155.3526300967,6410901.043140402,3900.000000000191
100,"Russia, Moscow, Berezhkovskaya Embankment",55.74411760899656,37.571141773853455,1902755.3526300967,6410901.043140402,3407.3450074803827
101,"Russia, Moscow, Zemledelchesky Lane, 20А",55.74240687464052,37.57996607964785,1903355.3526300967,6410901.043140402,2954.6573405390836
102,"Russia, Moscow, Kropotkinsky Lane, 20с1",55.74069554085876,37.588789433819485,1903955.3526300967,6410901.043140402,2563.20112359555
103,"Russia, Moscow, Korobeynikov Lane",55.738983607799106,37.597611836175886,1904555.3526300967,6410901.043140402,2264.9503305815538
104,"Russia, Moscow, Krymskaya Embankment",55.73727107560935,37.606433286524805,1905155.3526300967,6410901.043140402,2100.0000000003547
105,"Russia, Moscow, 2nd Khvostov Lane, 12",55.73555794443736,37.61525378467416,1905755.3526300967,6410901.043140402,2100.0000000003547
106,"Russia, Moscow, Bolshaya Ordynka Street, 56/10",55.73384421443099,37.624073330432125,1906355.3526300967,6410901.043140402,2264.9503305815538
107,"Russia, Moscow, 6th Monetchikovsky Lane",55.732129885738125,37.632891923607005,1906955.3526300967,6410901.043140402,2563.20112359555
108,"Russia, Moscow, Kozhevnicheskaya Street",55.730414958506685,37.64170956400738,1907555.3526300967,6410901.043140402,2954.6573405390836
109,"Russia, Moscow, Tsentralniy Administrative Okrug, Zamoskvorechye District",55.72869943288459,37.65052625144196,1908155.3526300967,6410901.043140402,3407.3450074803827
110,"Russia, Moscow, Krutitskaya Street, 17с6",55.72698330901981,37.659341985719735,1908755.3526300967,6410901.043140402,3900.000000000191
111,"Russia, Moscow, Melnikova Street, 23",55.725266587060325,37.668156766649844,1909355.3526300967,6410901.043140402,4419.2759587970395
112,"Russia, Moscow, Novoostapovskaya Street, 5с2",55.723549267154105,37.676970594041606,1909955.3526300967,6410901.043140402,4956.813492557642
113,"Russia, Moscow, Sharikopodshipnikovskaya Street, 13с47-48",55.72183134944921,37.68578346770461,1910555.3526300967,6410901.043140402,5507.2679252058815
114,"Russia, Moscow, Antonova-Ovseyenko Street, 15с4",55.75612074899772,37.5340433130378,1900055.3526300967,6411420.658382673,5620.498198558633
115,"Russia, Moscow, Tsentralniy Administrative Okrug, Presnenskiy District, City Park Residential Complex",55.754412439137575,37.54287270506366,1900655.3526300967,6411420.658382673,5046.781152378299
116,"Russia, Moscow, Krasnaya Presnya Park",55.75270352911444,37.551701145999345,1901255.3526300967,6411420.658382673,4479.955356920517
117,"Russia, Moscow, Kutuzovsky Avenue, 12с1",55.75099401907608,37.56052863565148,1901855.3526300967,6411420.658382673,3923.009049186713
118,"Russia, Moscow, Kutuzovsky Avenue, 5к3",55.749283909170224,37.569355173826885,1902455.3526300967,6411420.658382673,3380.8283008755175
119,"Russia, Moscow, Smolenskaya Embankment, 2к2",55.74757319954465,37.57818076033257,1903055.3526300967,6411420.658382673,2861.8176042509835
120,"Russia, Moscow, Denezhny Lane, 24с2",55.7458618903472,37.587005394975755,1903655.3526300967,6411420.658382673,2381.1761799583073
121,"Russia, Moscow, Khruschyovsky Lane, 5с2",55.74414998172568,37.59582907756387,1904255.3526300967,6411420.658382673,1967.2315572908133
122,"Russia, Moscow, 3rd Obydensky Lane, 1с5",55.74243747382797,37.60465180790454,1904855.3526300967,6411420.658382673,1670.3293088492576
123,"Russia, Moscow, Bolshaya Yakimanka Street, 2-4",55.7407243668019,37.61347358580557,1905455.3526300967,6411420.658382673,1558.8457268122584
124,"Russia, Moscow, Pyzhovsky Lane, 5с1",55.73901066079541,37.62229441107501,1906055.3526300967,6411420.658382673,1670.3293088492576
125,"Russia, Moscow, Novokuznetskaya Street",55.73729635595642,37.6311142835211,1906655.3526300967,6411420.658382673,1967.2315572908133
126,"Russia, Moscow, Ozerkovskaya Embankment",55.735581452432854,37.639933202952236,1907255.3526300967,6411420.658382673,2381.1761799583073
127,"Russia, Moscow, Tsentralniy Administrative Okrug, Taganskiy District",55.7338659503727,37.648751169177075,1907855.3526300967,6411420.658382673,2861.8176042509835
128,"Russia, Moscow, Krestyanskaya Square, 10с28",55.73214984992395,37.65756818200444,1908455.3526300967,6411420.658382673,3380.8283008755175
129,"Russia, Moscow, Krutitsky Val Street, 3с1",55.730433151234585,37.66638424124339,1909055.3526300967,6411420.658382673,3923.009049186713
130,"Russia, Moscow, Sosinskaya Street",55.72871585445269,37.675199346703145,1909655.3526300967,6411420.658382673,4479.955356920517
131,"Russia, Moscow, Talalikhina Street, 41с13",55.726997959726276,37.68401349819314,1910255.3526300967,6411420.658382673,5046.781152378299
132,"Russia, Moscow, Yugo-Vostochniy Administrative Okrug, Nizhegorodskiy District",55.72527946720344,37.69282669552305,1910855.3526300967,6411420.658382673,5620.498198558633
133,"Russia, Moscow, Tsentralniy Administrative Okrug, Presnenskiy District",55.761286988542565,37.532251256662555,1899755.3526300967,6411940.273624944,5793.962374748422
134,"Russia, Moscow, Krasnogvardeysky Boulevard, 5к2",55.75957870405216,37.54108193079033,1900355.3526300967,6411940.273624944,5204.805471869277
135,"Russia, Moscow, Sergeya Makeyeva Street",55.7578698192524,37.549911653588566,1900955.3526300967,6411940.273624944,4618.441295502236
136,"Russia, Moscow, 1905 Goda Street",55.75616033429106,37.558740424863785,1901555.3526300967,6411940.273624944,4036.0872141221594
137,"Russia, Moscow, Krasnopresnenskaya Embankment",55.75445024931593,37.56756824442268,1902155.3526300967,6411940.273624944,3459.768778401293
138,"Russia, Moscow, Novy Arbat Street",55.75273956447485,37.57639511207216,1902755.3526300967,6411940.273624944,2893.095228297951
139,"Russia, Moscow, Maly Kakovinsky Lane, 8",55.75102827991564,37.58522102761931,1903355.3526300967,6411940.273624944,2343.074902772076
140,"Russia, Moscow, Starokonyushenny Lane, 41с2",55.74931639578616,37.59404599087146,1903955.3526300967,6411940.273624944,1824.828759089568
141,"Russia, Moscow, Maly Znamensky Lane, 3/5с1",55.747603912234325,37.60287000163612,1904555.3526300967,6411940.273624944,1374.7727084868875
142,"Russia, Moscow, Bersenevskaya Embankment",55.745890829408005,37.61169305972097,1905155.3526300967,6411940.273624944,1081.665382639369
143,"Russia, Moscow, Kadashyovskaya Embankment, 14к3",55.74417714745519,37.62051516493397,1905755.3526300967,6411940.273624944,1081.665382639369
144,"Russia, Moscow, Pyatnitsky Lane, 10с1",55.742462866523795,37.629336317083194,1906355.3526300967,6411940.273624944,1374.7727084868875
145,"Russia, Moscow, Ozerkovskaya Embankment",55.7407479867618,37.638156515976995,1906955.3526300967,6411940.273624944,1824.828759089568
146,"Russia, Moscow, Goncharnaya Embankment",55.739032508317266,37.646975761423874,1907555.3526300967,6411940.273624944,2343.074902772076
147,"Russia, Moscow, Mayakovskogo Lane",55.737316431338115,37.655794053232555,1908155.3526300967,6411940.273624944,2893.095228297951
148,"Russia, Moscow, Marksistskaya Street, 34к7",55.735599755972466,37.66461139121196,1908755.3526300967,6411940.273624944,3459.768778401293
149,"Russia, Moscow, Stroykovskaya Street, 10",55.733882482368365,37.67342777517122,1909355.3526300967,6411940.273624944,4036.0872141221594
150,"Russia, Moscow, Sibirsky Drive, 2с9",55.73216461067391,37.682243204919665,1909955.3526300967,6411940.273624944,4618.441295502236
151,"Russia, Moscow, Kalitnikovskoye Cemetery",55.73044614103721,37.69105768026681,1910555.3526300967,6411940.273624944,5204.805471869277
152,"Russia, Moscow, Yugo-Vostochniy Administrative Okrug, Nizhegorodskiy District",55.72872707360643,37.69987120102241,1911155.3526300967,6411940.273624944,5793.962374748422
153,"Russia, Moscow, Strelbischensky Lane, 25Ас2",55.7647450087557,37.539290825647804,1900055.3526300967,6412459.888867214,5424.9423960075455
154,"Russia, Moscow, Tsentralniy Administrative Okrug, Presnenskiy District",55.763036149233436,37.54812183074156,1900655.3526300967,6412459.888867214,4828.043081829334
155,"Russia, Moscow, Tsentralniy Administrative Okrug, Presnenskiy District, Residential Complex Lucky",55.76132668940322,37.55695188407274,1901255.3526300967,6412459.888867214,4232.020793899776
156,"Russia, Moscow, Sredny Tryokhgorny Lane, 7",55.75961662941289,37.56578098544792,1901855.3526300967,6412459.888867214,3637.306695894655
157,"Russia, Moscow, Kapranova Lane, 4",55.757905969410274,37.57460913467388,1902455.3526300967,6412459.888867214,3044.667469527681
158,"Russia, Moscow, Novinsky Boulevard, 21",55.75619470954326,37.583436331557614,1903055.3526300967,6412459.888867214,2455.605831561754
159,"Russia, Moscow, Malaya Molchanovka Street, 8",55.75448284995974,37.59226257590631,1903655.3526300967,6412459.888867214,1873.4993995195443
160,"Russia, Moscow, Vozdvizhenka Street",55.75277039080766,37.60108786752739,1904255.3526300967,6412459.888867214,1307.6696830622377
161,"Russia, Moscow, Mokhovaya Street",55.75105733223496,37.60991220622842,1904855.3526300967,6412459.888867214,793.7253933194359
162,"Russia, Moscow, Tsentralniy Administrative Okrug, Tverskoy District",55.749343674389586,37.61873559181722,1905455.3526300967,6412459.888867214,519.6152422707528
163,"Russia, Moscow, Sadovnicheskaya Street, 8",55.74762941741954,37.62755802410179,1906055.3526300967,6412459.888867214,793.7253933194359
164,"Russia, Moscow, Sadovnicheskaya Street, 29",55.745914561472844,37.63637950289032,1906655.3526300967,6412459.888867214,1307.6696830622377
165,"Russia, Moscow, 1st Kotelnichesky Lane",55.74419910669752,37.64520002799124,1907255.3526300967,6412459.888867214,1873.4993995195443
166,"Russia, Moscow, Verkhnyaya Radischevskaya Street",55.74248305324163,37.65401959921313,1907855.3526300967,6412459.888867214,2455.605831561754
167,"Russia, Moscow, N. Pryamikov Children's Park",55.74076640125327,37.662838216364825,1908455.3526300967,6412459.888867214,3044.667469527681
168,"Russia, Moscow, Taganskaya Street, 58с12",55.739049150880525,37.671655879255326,1909055.3526300967,6412459.888867214,3637.306695894655
169,"Russia, Moscow, Bolshaya Kalitnikovskaya Street",55.73733130227153,37.68047258769384,1909655.3526300967,6412459.888867214,4232.020793899776
170,"Russia, Moscow, Bolshaya Kalitnikovskaya Street, 42",55.73561285557442,37.68928834148981,1910255.3526300967,6412459.888867214,4828.043081829334
171,"Russia, Moscow, Skotoprogonnaya Street, 21-23с5",55.733893810937396,37.69810314045282,1910855.3526300967,6412459.888867214,5424.9423960075455
172,"Russia, Moscow, 3rd Khoroshyovsky Drive, вл3Ас87",55.76991135322731,37.53749938944242,1899755.3526300967,6412979.504109485,5700.0
173,"Russia, Moscow, Vagankovskoye Cemetery",55.768202519036706,37.546331677264874,1900355.3526300967,6412979.504109485,5100.0
174,"Russia, Moscow, Sergeya Makeyeva Street, 12",55.76649308439172,37.555163013085085,1900955.3526300967,6412979.504109485,4500.0
175,"Russia, Moscow, Presnensky Val Street",55.76478304944023,37.563993396709535,1901555.3526300967,6412979.504109485,3900.0
176,"Russia, Moscow, Volkov Lane, 7-9с3",55.763072414330104,37.572822827944876,1902155.3526300967,6412979.504109485,3300.0
177,"Russia, Moscow, Barrikadnaya Street, 8с4",55.761361179209274,37.58165130659801,1902755.3526300967,6412979.504109485,2700.0
178,"Russia, Moscow, Granatny Lane",55.75964934422568,37.590478832476,1903355.3526300967,6412979.504109485,2100.0
179,"Russia, Moscow, Tverskoy Boulevard, 2",55.75793690952724,37.59930540538613,1903955.3526300967,6412979.504109485,1500.0
180,"Russia, Moscow, Bolshaya Nikitskaya Street, 10",55.75622387526197,37.60813102513589,1904555.3526300967,6412979.504109485,900.0
